空地电门0.2秒,空地电门0.4秒,空地电门0.6秒,空地电门0.8秒,空地电门1秒,着陆G值0.1秒,着陆G值0.2秒,着陆G值0.3秒,着陆G值0.4秒,着陆G值0.5秒,着陆G值0.6秒,着陆G值0.7秒,着陆G值0.8秒,着陆G值0.9秒,着陆G值1秒,姿态（俯仰角）,姿态（俯仰角）.1,姿态（俯仰角）.2,姿态（俯仰角）.3,姿态（俯仰角）.4,杆量,杆量.1,杆量.2,杆量.3,杆量.4,坡度（左负右正）,坡度（左负右正）.1,盘量,盘量.1,盘量.2,盘量.3,盘量.4
1,1,1,1,1,1.0078,1.0078,0.9922,0.9727,0.9531,0.9727,0.9844,1.0,0.9922,1.0078,2.5049,2.5049,2.5488,2.5928,2.6807,0.0178,0.0178,0.0157,0.0115,0.0094,0.3516,0.2637,-0.0115,-0.0115,-0.0167,-0.0376,-0.0522
1,1,1,1,1,0.9961,0.9844,0.9805,1.0039,1.0352,1.0234,1.0273,1.0352,1.0234,1.0234,2.7246,2.8125,2.9004,2.9004,2.9004,-0.001,-0.001,-0.001,0.0031,0.0136,0.791,0.4395,0.0825,0.0387,0.0031,-0.0063,-0.0125
1,1,1,1,1,1.0,0.9883,0.9883,1.0,0.9844,0.9805,1.0117,1.0,1.0,0.9961,2.9004,2.9004,2.9443,2.9883,3.0322,0.0052,0.0063,0.0167,0.0167,-0.001,0.0879,0.5273,-0.0021,0.0136,0.0209,0.0575,0.0836
1,1,1,1,1,1.0625,1.0898,1.0234,1.0352,1.0469,0.9883,0.9883,0.9609,1.0,1.0352,3.0322,3.0762,3.1201,3.1641,3.1641,-0.001,-0.001,-0.001,0.0073,0.0073,-0.1758,-0.1758,-0.0355,-0.0345,-0.0345,-0.0303,-0.023
1,1,1,1,1,0.9805,1.0117,1.0625,1.0313,1.0352,1.0664,1.0664,1.0469,1.0586,1.0586,3.1641,3.0762,2.9883,2.9004,2.7686,-0.0209,-0.0209,-0.0219,-0.0188,-0.0136,-0.0879,-0.0879,-0.0188,-0.0146,-0.0178,-0.0261,-0.0376
1,1,1,1,1,0.9492,0.9453,1.0078,0.9844,0.9766,1.0,1.0195,1.0117,0.9922,1.0078,2.6807,2.5488,2.4609,2.373,2.2852,-0.0334,-0.0366,-0.0355,-0.0293,-0.0261,-0.1758,-0.1758,-0.0418,-0.0428,-0.0502,-0.0512,-0.0376
1,1,1,1,1,0.9141,0.8984,0.8711,0.918,0.8945,0.9297,0.9453,0.9727,0.8945,0.957,2.1973,2.1094,2.0654,1.9775,1.9336,-0.0021,-0.0136,-0.024,-0.0313,-0.0303,-0.1758,-0.0879,-0.0554,-0.0439,-0.0439,-0.0502,-0.0491
1,1,1,1,1,0.9844,0.9844,1.0078,0.9922,0.9492,0.9727,0.9688,0.9258,0.9805,0.9258,1.8896,1.9336,2.0215,2.1094,2.1533,0.0115,0.0125,0.023,0.0157,-0.001,0.0,-0.1758,-0.0261,-0.0376,-0.0554,-0.0711,-0.0679
1,1,1,1,1,1.0547,1.0078,1.0586,1.0547,1.0117,0.9961,1.0078,1.0234,1.0234,0.9805,2.2412,2.2852,2.3291,2.373,2.373,0.0073,0.0021,0.0063,0.0073,0.0115,0.1758,0.2637,-0.0188,-0.0094,-0.0104,-0.0136,-0.0178
1,1,1,1,1,1.0391,1.0625,1.0313,1.0313,1.0703,1.0352,1.0547,1.0078,1.0391,1.0352,2.3291,2.2852,2.2412,2.1533,2.1094,0.0251,0.0261,0.0188,0.0178,0.0104,0.5273,0.3516,0.0272,0.0063,0.001,-0.0084,-0.0209
1,1,1,1,1,1.0,1.0078,0.9805,0.9961,1.0195,1.0039,0.9961,1.0039,0.9766,1.0313,2.0215,1.9775,1.9336,1.8896,1.8457,0.0199,0.0219,0.0272,0.0272,0.023,0.7031,0.7031,0.1254,0.1233,0.1045,0.0888,0.0794
1,1,1,1,1,1.0039,0.9922,0.9688,0.9844,0.9961,1.0117,0.9883,0.9961,0.9883,1.0156,1.8018,1.8018,1.7578,1.7578,1.7139,0.0115,0.0115,0.0157,0.0209,0.0199,0.3516,0.4395,0.116,0.1243,0.116,0.1003,0.1097
1,1,1,1,1,1.0469,1.0117,1.0156,0.9922,1.0117,1.0078,1.0313,1.0195,1.0078,1.0078,1.6699,1.626,1.582,1.5381,1.4941,0.023,0.0219,0.0209,0.0178,0.0136,-0.4395,-0.0879,0.0178,0.0418,0.0627,0.0763,0.0899
1,1,1,1,1,1.0781,1.0352,1.082,1.0703,1.1016,1.0781,1.0664,1.0273,1.082,1.0391,1.4502,1.4502,1.4502,1.3623,1.2744,-0.0219,-0.0042,-0.001,0.0042,0.0209,-1.1426,-0.791,-0.0752,-0.0533,-0.0063,0.0125,0.0146
1,1,1,1,1,1.0117,0.9922,1.0195,1.0117,1.043,1.0469,1.0508,1.0508,1.0156,1.0469,1.1426,1.0107,0.835,0.6592,0.4834,-0.024,-0.0251,-0.0293,-0.0313,-0.0293,-1.0547,-1.0547,-0.0648,-0.046,-0.0449,-0.046,-0.0679
1,1,1,1,1,0.9609,0.9688,0.9453,0.9414,0.9766,0.9453,0.9922,0.9648,0.9414,0.9805,0.3516,0.1758,0.0439,-0.0439,-0.0879,-0.0021,-0.0021,-0.0063,-0.0157,-0.023,-0.8789,-1.2305,-0.0867,-0.1254,-0.1379,-0.1358,-0.117
1,1,1,1,1,0.9766,0.9648,1.0,0.957,0.9844,0.9805,0.9766,0.9844,0.957,1.0273,-0.1318,-0.1318,-0.1318,-0.1758,-0.2197,-0.0021,-0.0031,-0.0104,-0.0084,-0.0021,0.0,-0.2637,0.0387,0.0157,0.0021,-0.0125,-0.0481
1,1,1,1,1,0.9219,0.8867,0.9219,0.9102,0.8945,0.9453,0.9297,0.9531,0.8633,0.9414,-0.2637,-0.2637,-0.3076,-0.3076,-0.2637,0.0355,0.0251,0.0,-0.001,-0.0021,-0.2637,0.0,-0.024,0.0146,0.0439,0.0575,0.0502
1,1,1,1,1,1.043,1.0039,1.0469,1.0195,1.0586,1.0273,1.0078,0.9922,1.0703,0.9844,-0.1318,0.0,0.1318,0.1758,0.1758,-0.001,-0.001,0.001,0.0178,0.0324,0.3516,-0.0879,0.1348,0.0564,0.0021,-0.0742,-0.094
1,1,1,1,1,0.9844,0.9727,1.0273,0.9258,1.0234,0.9844,0.9727,0.9766,1.0156,1.0273,0.1318,0.0879,0.0439,0.0,0.0,0.0251,0.0293,0.0136,-0.001,-0.001,-0.0879,0.1758,0.07,0.0376,0.1034,0.14,0.1432
1,1,1,1,1,1.0234,1.0039,1.0273,0.9766,0.9766,0.9766,1.0273,0.9531,1.0313,0.9609,0.0439,0.0879,0.1318,0.1758,0.2637,0.023,0.0272,0.0251,0.0178,0.0167,-0.1758,0.0,0.0251,0.0679,0.0731,0.1233,0.1264
1,1,1,1,1,1.0547,1.0195,1.0352,1.0234,1.0703,1.0078,1.0195,1.0547,1.0625,1.0508,0.3076,0.3516,0.3955,0.4395,0.4395,0.001,0.001,0.0063,0.0104,0.0146,-0.791,-0.6152,-0.1317,-0.1285,-0.1045,-0.0209,0.0146
1,1,1,1,1,1.0352,1.0586,1.043,1.0156,1.0547,1.0352,1.0391,1.0195,1.0156,1.0664,0.4395,0.3955,0.3516,0.3516,0.3076,-0.001,-0.001,-0.001,-0.001,-0.001,-0.7031,-0.7031,-0.1473,-0.1463,-0.1348,-0.1181,-0.1296
1,1,1,1,1,0.9727,0.9766,1.0156,0.9844,1.0117,1.0703,1.0547,1.0391,0.9961,1.0391,0.2637,0.1758,0.1318,0.0439,-0.0439,-0.0115,-0.0219,-0.0219,-0.0167,-0.0021,-0.3516,-0.5273,-0.1045,-0.0731,-0.1108,-0.1505,-0.1494
1,1,1,1,1,0.957,0.9883,0.9844,0.9297,0.9453,0.957,0.9297,0.9844,0.9961,0.9453,-0.0879,-0.1318,-0.1318,-0.1318,-0.1318,-0.001,-0.001,-0.0021,-0.0021,-0.0021,-0.2637,-0.6152,-0.1891,-0.2362,-0.2372,-0.2173,-0.1745
1,1,1,1,1,0.9883,0.9883,0.9844,1.0313,1.0234,1.0313,1.0078,0.9883,1.0234,1.0039,-0.1318,-0.1318,-0.1318,-0.1758,-0.2197,-0.0115,-0.0115,-0.0073,-0.0021,-0.001,0.3516,0.2637,-0.1714,-0.1672,-0.1526,-0.1557,-0.1661
1,1,1,1,1,0.9414,0.8906,0.9492,0.9102,0.918,0.9336,0.9414,0.9336,0.9141,0.957,-0.2637,-0.3076,-0.3516,-0.3076,-0.2637,0.0209,0.0167,0.0,-0.001,-0.0021,1.1426,0.791,0.0157,0.001,-0.0449,-0.1338,-0.1526
1,1,1,1,1,0.9805,0.9922,0.9961,0.9961,0.9844,0.9609,0.9648,0.9375,0.9453,0.9531,-0.1758,-0.0879,0.0439,0.1758,0.2637,0.0125,0.0146,0.0209,0.024,0.0272,1.2305,1.1426,0.1317,0.0909,0.0658,0.0502,0.0345
1,1,1,1,1,1.0273,1.0547,1.0195,1.0547,1.082,1.043,1.0195,1.0703,1.043,1.0078,0.3955,0.4395,0.4834,0.5273,0.5273,-0.001,-0.001,0.0,0.0021,0.0052,1.0547,1.0547,0.1233,0.1034,0.0805,0.1024,0.1358
1,1,1,1,1,0.9336,0.9609,0.957,0.9727,1.0039,1.0117,0.9961,1.0273,1.0078,1.0234,0.4834,0.4834,0.4395,0.3955,0.3955,0.024,0.0157,0.0,-0.001,-0.001,0.4395,0.8789,0.0094,0.0209,0.1097,0.1452,0.1369
1,1,1,1,1,0.9688,0.9727,0.9688,0.9883,1.0117,0.9688,0.957,0.9727,0.9766,0.9258,0.3955,0.4834,0.5713,0.6592,0.791,0.0219,0.0251,0.0293,0.0324,0.0303,0.3516,0.2637,0.0951,0.0261,0.0031,0.001,0.0021
1,1,1,1,1,1.0469,1.0313,1.0039,0.9766,0.9492,0.9883,0.9492,0.9531,0.9727,0.9766,0.8789,0.9668,1.0986,1.2305,1.4062,0.047,0.0564,0.0554,0.0522,0.0387,-0.0879,-0.1758,-0.0104,-0.0449,-0.0418,0.0073,0.0491
1,1,1,1,1,1.0781,1.1094,1.1094,1.1094,1.1055,1.0859,1.1055,1.0781,1.1172,1.0625,1.582,1.7139,1.8018,1.8896,1.8896,-0.0136,-0.001,-0.001,0.0146,0.0334,0.3516,0.0879,0.1985,0.1808,0.1379,0.0219,0.0031
1,1,1,1,1,1.0,1.0117,1.043,1.0352,1.0664,1.0586,1.0547,1.0391,1.0391,1.1055,1.8018,1.7139,1.626,1.5381,1.4502,-0.001,-0.001,-0.0021,-0.0084,-0.0167,-0.4395,0.0879,0.0345,0.0878,0.1588,0.1985,0.2048
1,1,1,1,1,1.0195,0.9766,0.9648,0.957,0.9688,0.9883,1.0117,1.0234,0.9805,1.0547,1.4062,1.3184,1.3184,1.2744,1.2744,-0.001,-0.0021,-0.0042,-0.0042,-0.0021,-0.6152,-0.6152,0.0752,0.1087,0.0836,0.0418,0.0313
1,1,1,1,1,1.0273,1.0391,1.0352,1.0078,1.0,1.0,1.0117,0.9883,1.0117,0.9766,1.2744,1.2744,1.2744,1.2744,1.2305,-0.024,-0.024,-0.024,-0.0104,-0.0021,-0.7031,-0.791,-0.0146,-0.0617,-0.069,-0.023,0.0125
1,1,1,1,1,0.9141,0.9063,0.9219,0.9219,0.9453,0.9453,1.0,1.0039,0.9492,1.0,1.1426,1.0986,1.0107,0.9229,0.8789,0.0031,-0.001,-0.0042,-0.0167,-0.024,-0.8789,-0.6152,-0.0146,0.0136,0.0669,0.0387,0.0031
1,1,1,1,1,0.9922,0.9727,0.9492,0.9727,0.9063,0.9023,0.9102,0.8906,0.9609,0.8633,0.8789,0.9668,1.0986,1.2305,1.3623,0.0408,0.0428,0.0428,0.0397,0.0334,-0.7031,-0.8789,-0.0073,-0.0418,-0.0617,-0.0836,-0.0752
1,1,1,1,1,1.0391,1.0508,1.0547,1.0508,1.0547,1.0234,1.0117,1.0117,1.043,1.0,1.5381,1.6699,1.8018,1.8896,1.9775,0.0146,0.0157,0.0157,0.0199,0.0282,-0.7031,-0.6152,-0.0052,0.0094,0.0125,0.0125,0.0031
1,1,1,1,1,0.9883,1.0195,0.9961,1.0195,1.0195,1.0078,1.0313,1.0352,0.9883,1.0391,2.0215,2.0654,2.0654,2.0654,2.1094,0.0178,0.0104,0.0084,0.0084,0.0084,-0.4395,-0.7031,0.0084,-0.001,-0.047,-0.0627,-0.0366
1,1,1,1,1,1.0508,1.0156,1.0313,1.0156,1.0117,1.0039,0.9844,1.0,1.0117,0.9805,2.1094,2.1533,2.1973,2.2412,2.2852,0.0042,0.0115,0.0167,0.0199,0.0199,-0.3516,-0.2637,0.0157,0.0585,0.0721,0.069,0.0449
