空地电门0.2秒,空地电门0.4秒,空地电门0.6秒,空地电门0.8秒,空地电门1秒,着陆G值0.1秒,着陆G值0.2秒,着陆G值0.3秒,着陆G值0.4秒,着陆G值0.5秒,着陆G值0.6秒,着陆G值0.7秒,着陆G值0.8秒,着陆G值0.9秒,着陆G值1秒,姿态（俯仰角）,姿态（俯仰角）.1,姿态（俯仰角）.2,姿态（俯仰角）.3,姿态（俯仰角）.4,杆量,杆量.1,杆量.2,杆量.3,杆量.4,坡度（左负右正）,坡度（左负右正）.1,盘量,盘量.1,盘量.2,盘量.3,盘量.4
1,1,1,1,1,0.9766,0.9805,0.9688,0.9805,0.9648,0.9883,1.0,1.0117,0.9766,1.0117,6.6357,6.6357,6.6357,6.6357,6.6357,0.0,-0.001,-0.001,-0.001,-0.001,-0.0879,0.0,-0.0418,-0.0136,-0.0063,-0.0063,-0.0094
1,1,1,1,1,1.0039,0.9883,0.9883,0.9766,0.9688,0.9844,0.9609,0.9766,0.9844,0.9844,6.6357,6.6357,6.6797,6.7236,6.7236,0.001,0.0021,0.0021,0.0021,0.001,0.0879,-0.1758,-0.0355,-0.094,-0.1108,-0.1066,-0.0857
1,1,1,1,1,0.9805,1.0039,0.9922,0.9922,0.9531,1.0117,1.0078,0.9844,0.9883,1.0078,6.7676,6.7676,6.7676,6.8115,6.8115,0.0084,0.0084,0.0073,0.0052,0.0021,0.5273,0.4395,0.0324,0.0157,0.0073,0.0021,-0.001
1,1,1,1,1,0.9922,1.0039,1.0117,0.9844,1.0273,1.0547,1.0078,1.0273,1.0078,1.0,6.8555,6.8555,6.8555,6.8555,6.8555,-0.001,-0.001,-0.001,0.001,0.0073,0.2637,0.3516,0.0021,0.0115,0.0136,0.0188,0.0408
1,1,1,1,1,0.9922,1.0,1.0039,0.9844,0.9883,0.9922,1.0078,1.0078,0.9805,0.9766,6.8115,6.8115,6.8115,6.7676,6.8115,-0.001,0.001,0.001,-0.001,-0.001,0.3516,0.2637,0.0021,0.0,-0.0188,-0.0167,-0.0052
1,1,1,1,1,0.9961,0.9922,0.9883,1.0078,1.0156,0.9844,0.9961,1.0039,1.0234,0.9922,6.8115,6.7676,6.7676,6.7676,6.7236,-0.001,-0.001,-0.001,-0.001,-0.001,0.2637,0.3516,0.0219,0.0334,0.0324,0.023,0.0146
1,1,1,1,1,0.9766,1.0,0.9961,0.9805,1.0156,0.9844,1.0039,0.9844,0.9883,1.0039,6.7236,6.7236,6.7236,6.7236,6.7236,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.1758,0.0303,0.0282,0.0199,0.0199,0.0199
1,1,1,1,1,0.9805,0.9766,1.0078,0.9961,0.9688,0.9883,1.0117,0.9922,0.9648,1.0117,6.7236,6.7236,6.7236,6.7236,6.7236,0.0,0.0031,0.001,-0.001,-0.001,0.1758,0.0879,0.1108,0.0554,0.0199,0.0167,0.0199
1,1,1,1,1,0.9727,0.9648,0.9961,0.9727,0.957,0.9727,1.0,0.9492,1.0078,0.9766,6.7676,6.7676,6.7676,6.7236,6.7236,0.0157,0.0084,0.0042,-0.001,-0.001,-0.1758,0.1758,0.0104,0.0251,0.1066,0.1515,0.1442
1,1,1,1,1,1.0469,1.0273,1.0508,1.0195,0.9883,1.0078,0.9883,0.9844,1.0391,0.9805,6.7236,6.7236,6.7676,6.7676,6.7236,0.001,0.0031,0.0063,0.0115,0.0157,-0.2637,-0.5273,-0.0334,-0.0763,-0.1129,-0.0993,-0.0491
1,1,1,1,1,1.0117,1.0352,1.0313,1.0234,1.0156,1.0586,1.043,1.0586,1.0273,1.0469,6.6797,6.5918,6.5039,6.416,6.3281,0.001,0.0042,0.0104,0.0104,0.0063,-0.0879,-0.0879,0.0021,0.001,-0.001,-0.0042,-0.0188
1,1,1,1,1,1.0,0.9922,1.0195,0.9805,1.0156,1.0156,1.0039,1.0039,1.0156,1.0156,6.1963,6.0645,5.9766,5.8887,5.8008,-0.001,-0.001,-0.001,-0.001,0.0,-0.2637,-0.1758,-0.0867,-0.0669,-0.0387,-0.0063,0.0021
1,1,1,1,1,0.9727,0.9727,0.9531,0.9766,0.9727,0.957,0.9961,0.957,0.9727,1.0039,5.7129,5.625,5.5371,5.4932,5.4492,-0.001,-0.001,-0.001,-0.001,-0.001,-0.0879,-0.2637,-0.0993,-0.1285,-0.1223,-0.1139,-0.1024
1,1,1,1,1,0.9922,1.0234,1.0234,1.0313,1.0039,1.0117,0.9961,0.9805,1.0234,1.0039,5.4053,5.4053,5.4053,5.3613,5.3613,-0.0136,-0.0104,-0.0052,-0.0021,-0.001,0.3516,0.1758,0.0115,0.001,-0.0063,-0.0282,-0.0564
1,1,1,1,1,0.9805,0.9844,0.9727,0.9805,0.9883,1.0117,0.9961,1.0039,0.9922,1.0391,5.3174,5.2734,5.2295,5.1855,5.1416,-0.0052,-0.0063,-0.0073,-0.0115,-0.0146,0.2637,0.3516,-0.0731,-0.0522,-0.0199,0.0052,0.0115
1,1,1,1,1,0.9805,0.9727,0.9844,0.9922,0.9531,0.9727,0.9648,0.9805,0.9609,0.9492,5.1416,5.0977,5.0537,5.0537,5.0537,-0.001,-0.001,-0.001,-0.0021,-0.0021,0.3516,0.3516,-0.0209,-0.0209,-0.0272,-0.0502,-0.0794
1,1,1,1,1,1.0,1.0156,0.9688,0.9961,1.0,0.9766,0.9727,0.9883,0.9609,1.0039,5.0537,5.0537,5.0098,5.0537,5.0537,-0.001,-0.001,-0.001,-0.001,-0.001,0.2637,0.3516,-0.0627,-0.0617,-0.0366,-0.0199,-0.0199
