空地电门0.2秒,空地电门0.4秒,空地电门0.6秒,空地电门0.8秒,空地电门1秒,着陆G值0.1秒,着陆G值0.2秒,着陆G值0.3秒,着陆G值0.4秒,着陆G值0.5秒,着陆G值0.6秒,着陆G值0.7秒,着陆G值0.8秒,着陆G值0.9秒,着陆G值1秒,姿态（俯仰角）,姿态（俯仰角）.1,姿态（俯仰角）.2,姿态（俯仰角）.3,姿态（俯仰角）.4,杆量,杆量.1,杆量.2,杆量.3,杆量.4,坡度（左负右正）,坡度（左负右正）.1,盘量,盘量.1,盘量.2,盘量.3,盘量.4
1,1,1,1,1,0.9922,0.9883,0.9922,1.0039,1.0039,0.9961,0.9961,1.0,0.9922,1.0,3.6035,3.6035,3.6035,3.5596,3.5596,-0.001,-0.001,-0.001,-0.001,-0.001,-0.3516,-0.3516,-0.0052,-0.0063,-0.0063,-0.0063,-0.0052
1,1,1,1,1,0.9492,0.9805,0.9961,0.9805,0.9844,0.9922,0.9961,0.9844,0.9766,0.9844,3.5596,3.5596,3.5596,3.5596,3.5156,-0.001,-0.001,-0.001,-0.001,-0.001,-0.4395,-0.3516,-0.0167,-0.0115,-0.0073,-0.0052,-0.0052
1,1,1,1,1,1.0039,0.9727,0.9844,1.0352,0.9844,0.9688,0.9844,0.9805,1.0,0.9961,3.5156,3.5596,3.5596,3.5596,3.5596,-0.001,-0.001,-0.001,-0.001,-0.001,-0.6152,-0.5273,-0.0209,-0.0199,-0.0199,-0.0199,-0.0188
1,1,1,1,1,0.9844,1.0156,0.9609,1.0117,0.9883,0.9922,0.9844,1.0156,0.9922,0.9922,3.6035,3.6035,3.6475,3.6475,3.6475,-0.001,-0.001,-0.001,-0.001,-0.001,-0.5273,-0.5273,-0.0199,-0.0209,-0.0199,-0.0209,-0.0199
1,1,1,1,1,1.0,1.0586,0.9922,1.0078,1.0,0.9844,1.0039,1.0234,1.0,0.9805,3.6475,3.6914,3.6914,3.6914,3.7354,-0.001,-0.001,-0.001,-0.001,-0.001,-0.5273,-0.5273,-0.0293,-0.0272,-0.024,-0.0209,-0.0209
1,1,1,1,1,0.9961,1.0117,0.9922,1.0313,1.0313,0.9766,1.0,0.9961,1.0156,1.0039,3.7354,3.7354,3.7793,3.7793,3.7793,-0.001,-0.001,-0.001,-0.001,-0.001,-0.6152,-0.6152,-0.0387,-0.0387,-0.0376,-0.0366,-0.0334
1,1,1,1,1,1.0,0.9844,1.0039,0.9922,0.9922,1.0,0.9844,1.0039,1.0039,0.9883,3.7354,3.7354,3.6914,3.6914,3.6475,-0.001,-0.001,-0.001,-0.001,-0.001,-0.4395,-0.5273,-0.0178,-0.0261,-0.0303,-0.0334,-0.0366
1,1,1,1,1,1.0039,0.9961,1.0039,0.9961,1.0117,1.0117,1.0,1.0117,1.0039,0.9805,3.6475,3.6475,3.6035,3.6035,3.6035,-0.001,-0.001,-0.001,-0.001,-0.001,0.0,-0.1758,0.0,-0.0021,-0.0084,-0.0094,-0.0115
1,1,1,1,1,1.0078,1.0313,1.0,1.0117,1.0273,1.0273,1.0234,1.0234,1.0117,1.0195,3.5596,3.5596,3.4717,3.4277,3.3398,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0073,0.0084,0.0094,0.0073,0.0031
1,1,1,1,1,0.9922,0.9922,0.9844,1.0117,0.9883,0.9922,1.0,0.9844,0.9961,1.0078,3.208,3.1641,3.0322,2.9883,2.9004,0.0063,0.0063,0.0031,0.0021,-0.001,-0.1758,-0.0879,-0.0052,-0.0021,-0.0021,0.0,0.0042
