空地电门0.2秒,空地电门0.4秒,空地电门0.6秒,空地电门0.8秒,空地电门1秒,着陆G值0.1秒,着陆G值0.2秒,着陆G值0.3秒,着陆G值0.4秒,着陆G值0.5秒,着陆G值0.6秒,着陆G值0.7秒,着陆G值0.8秒,着陆G值0.9秒,着陆G值1秒,姿态（俯仰角）,姿态（俯仰角）.1,姿态（俯仰角）.2,姿态（俯仰角）.3,姿态（俯仰角）.4,杆量,杆量.1,杆量.2,杆量.3,杆量.4,坡度（左负右正）,坡度（左负右正）.1,盘量,盘量.1,盘量.2,盘量.3,盘量.4
1,1,1,1,1,0.9688,0.9648,0.9609,0.957,0.9727,0.9609,0.9766,0.9609,0.9531,0.9922,1.1426,1.0986,1.0547,1.0547,1.0986,-0.0199,-0.0136,-0.0188,-0.0219,-0.0345,0.0879,0.1758,0.046,0.0481,0.0481,0.0439,0.0209
1,1,1,1,1,1.0,1.0117,1.0234,1.0078,0.9766,1.0078,1.0039,0.9883,1.0,1.0,1.1426,1.1865,1.2305,1.3184,1.3623,-0.0031,-0.0042,-0.0042,-0.0073,-0.0251,-0.5273,-0.2637,0.0157,0.0167,0.0209,0.047,0.047
1,1,1,1,1,1.0313,1.0039,1.0234,1.0117,1.0234,0.9961,1.0117,1.0391,1.0586,1.0117,1.4062,1.4941,1.5381,1.582,1.626,-0.0376,-0.0334,-0.0428,-0.0084,-0.0042,-1.0547,-0.8789,-0.0021,0.0063,0.0125,0.0146,0.0136
1,1,1,1,1,0.9609,0.9727,1.0156,1.043,1.0234,1.0352,1.0195,0.9883,1.0,1.0156,1.582,1.582,1.582,1.5381,1.4502,-0.0543,-0.0658,-0.0711,-0.0439,-0.046,-1.4062,-1.4062,-0.0909,-0.0909,-0.0554,-0.0575,-0.047
1,1,1,1,1,0.9805,0.9648,0.9922,0.9805,0.9883,0.9922,1.0195,0.9609,1.0039,0.9727,1.3623,1.2744,1.2305,1.1865,1.1426,-0.0397,-0.0387,-0.0428,-0.0512,-0.0502,-0.791,-1.0547,0.0167,0.0094,-0.0021,-0.0366,-0.0637
1,1,1,1,1,0.9727,0.9766,0.9727,1.0078,0.9805,0.9883,1.0117,0.9883,0.9922,0.9883,1.0986,1.0986,1.0986,1.0986,1.0547,-0.0313,-0.046,-0.0397,-0.046,-0.0408,-0.791,-0.7031,0.0157,0.0209,0.0251,0.024,0.0293
1,1,1,1,1,0.9531,1.0117,0.9805,0.9844,0.9805,0.9766,0.9883,0.9883,0.9648,0.9805,1.0107,0.9668,0.9668,1.0107,1.0107,-0.0063,-0.0021,-0.0052,-0.0021,-0.0146,-1.1426,-1.0547,-0.0073,-0.0397,-0.0293,-0.0178,0.0063
1,1,1,1,1,1.0195,1.0156,1.0078,1.0195,0.9805,0.9961,0.9961,0.9922,1.0234,0.9766,1.0547,1.0986,1.1426,1.1865,1.2305,-0.001,-0.001,-0.001,-0.0021,-0.0021,-0.7031,-0.8789,-0.0261,-0.0219,-0.0209,-0.0209,-0.0157
1,1,1,1,1,1.0,1.0234,0.9922,1.0078,1.0195,1.0039,1.0,1.0234,0.9883,1.0195,1.3184,1.3184,1.3623,1.4062,1.4062,-0.001,-0.001,-0.001,-0.001,-0.001,-0.5273,-0.6152,-0.023,-0.0261,-0.024,-0.024,-0.0251
1,1,1,1,1,1.0195,1.0273,1.0156,1.0469,1.0156,1.0078,1.0352,1.0156,1.0,1.0156,1.4502,1.4941,1.5381,1.5381,1.582,-0.0021,-0.001,-0.001,-0.001,-0.001,-0.2637,-0.3516,0.0042,-0.0146,-0.0209,-0.0209,-0.023
1,1,1,1,1,1.0117,1.0352,1.0273,1.0117,1.0313,1.0234,1.0234,1.0156,1.0273,1.0234,1.582,1.626,1.6699,1.6699,1.6699,-0.0303,-0.023,-0.0136,-0.0063,-0.0021,-0.2637,-0.2637,-0.001,0.0021,0.0115,0.0136,0.0136
