空地电门0.2秒,空地电门0.4秒,空地电门0.6秒,空地电门0.8秒,空地电门1秒,着陆G值0.1秒,着陆G值0.2秒,着陆G值0.3秒,着陆G值0.4秒,着陆G值0.5秒,着陆G值0.6秒,着陆G值0.7秒,着陆G值0.8秒,着陆G值0.9秒,着陆G值1秒,姿态（俯仰角）,姿态（俯仰角）.1,姿态（俯仰角）.2,姿态（俯仰角）.3,姿态（俯仰角）.4,杆量,杆量.1,杆量.2,杆量.3,杆量.4,坡度（左负右正）,坡度（左负右正）.1,盘量,盘量.1,盘量.2,盘量.3,盘量.4
1,1,1,1,1,0.9766,1.0039,1.0,1.0039,0.9844,0.9805,0.9922,0.9883,0.9844,0.9844,0.7031,0.7031,0.7031,0.7031,0.7031,-0.001,-0.001,-0.001,-0.0021,-0.0021,0.6152,0.6152,-0.0387,-0.0387,-0.0397,-0.0397,-0.0397
1,1,1,1,1,0.9922,1.0195,1.0117,0.9922,0.9961,1.0156,1.0156,0.9883,1.0117,1.0,0.7471,0.7471,0.791,0.791,0.835,0.0042,0.0042,0.0031,-0.001,-0.001,0.5273,0.5273,-0.0334,-0.0345,-0.0355,-0.0376,-0.0387
1,1,1,1,1,0.9961,1.0234,0.9961,1.0742,1.0156,1.0156,1.0039,1.0078,0.9922,1.0117,0.835,0.835,0.8789,0.8789,0.8789,0.0104,0.0104,0.0084,0.0031,0.0031,0.5273,0.5273,-0.0324,-0.0324,-0.0313,-0.0313,-0.0313
1,1,1,1,1,0.9805,1.0313,1.0352,0.9961,0.9766,0.9961,1.0039,1.0156,1.0156,0.9961,0.9229,0.9229,0.9668,1.0107,1.0547,0.0031,0.0084,0.0125,0.0125,0.0104,0.5273,0.5273,-0.0199,-0.0251,-0.0293,-0.0313,-0.0324
1,1,1,1,1,1.0391,0.9883,1.0039,1.0156,1.0117,1.0391,1.0117,1.0156,0.9961,0.9922,1.0547,1.0547,1.0547,1.0547,1.0547,-0.001,-0.001,-0.001,-0.001,0.0,0.5273,0.5273,0.001,0.001,0.0,-0.0031,-0.0104
1,1,1,1,1,1.0039,0.9648,1.0156,1.0078,0.9688,1.0039,0.9844,1.0039,0.9883,1.0078,1.0547,1.0547,1.0107,1.0107,0.9668,-0.0021,-0.0104,-0.0021,-0.001,-0.001,0.1758,0.3516,0.0042,0.0042,0.0042,0.0031,0.0021
1,1,1,1,1,0.9727,1.0117,0.9688,1.0078,0.9883,0.9844,0.9844,0.9688,0.9844,0.9844,0.9668,0.9229,0.9229,0.9668,0.9668,-0.001,-0.001,-0.001,-0.001,-0.001,-0.0879,0.0,0.0094,0.0084,0.0073,0.0052,0.0042
1,1,1,1,1,0.9805,0.9961,0.9844,1.0,1.0039,0.9883,0.9922,1.0,1.0039,0.9922,0.9668,0.9668,0.9668,0.9229,0.9229,-0.001,-0.001,-0.001,-0.001,-0.001,-0.2637,-0.1758,0.0157,0.0136,0.0115,0.0094,0.0094
1,1,1,1,1,0.9727,0.957,1.0039,0.9922,1.0117,0.9961,0.9844,0.9688,1.0039,0.9961,0.9229,0.9229,0.9229,0.9229,0.9229,0.0094,-0.001,-0.0021,-0.001,-0.001,-0.5273,-0.4395,0.0178,0.0219,0.0188,0.0178,0.0178
1,1,1,1,1,1.0117,0.9961,1.0117,1.0078,0.9883,1.0078,1.0078,1.0078,1.0039,0.9961,0.9229,0.9668,0.9668,1.0107,1.0107,0.0,0.0,0.001,0.0021,0.0084,-0.7031,-0.6152,0.0146,0.0125,0.0157,0.0157,0.0157
1,1,1,1,1,0.9961,0.9961,1.0234,1.0039,1.0039,0.9922,0.9883,1.0156,0.9922,1.0039,1.0107,1.0107,1.0107,1.0107,1.0107,0.0,0.001,0.0,-0.001,-0.001,-0.9668,-0.8789,0.0157,0.0178,0.0178,0.0167,0.0157
