"",海拔高度,下降率,无线电高度,计算空速,地速,起落架,空地电门0.2秒,空地电门0.4秒,空地电门0.6秒,空地电门0.8秒,空地电门1秒,着陆G值0.1秒,着陆G值0.2秒,着陆G值0.3秒,着陆G值0.4秒,着陆G值0.5秒,着陆G值0.6秒,着陆G值0.7秒,着陆G值0.8秒,着陆G值0.9秒,着陆G值1秒,姿态（俯仰角）,姿态（俯仰角）.1,姿态（俯仰角）.2,姿态（俯仰角）.3,姿态（俯仰角）.4,杆量,杆量.1,杆量.2,杆量.3,杆量.4,坡度（左负右正）,坡度（左负右正）.1,盘量,盘量.1,盘量.2,盘量.3,盘量.4,左侧发动机油门N1值,右侧发动机油门N1值,磁航向,风向,风速,是否接通了A/T,是否接通了任意侧的A/P,左发油门杆位置（角度）,左发油门杆位置（角度）.1,右发油门杆位置（角度）,右发油门杆位置（角度）.1,RUDD位置,下滑道偏差（C）,下滑道偏差（L）,下滑道偏差（R）,航向道偏差（C）,航向道偏差（L）,航向道偏差（R）,俯仰角率
0,-83,1,-8,30.0,10.00,1.0,0,0,0,0,0,0.9570,0.9844,0.9766,1.0195,0.9844,0.9922,1.0078,1.0000,0.9883,0.9766,-0.5273,-0.4834,-0.4395,-0.4395,-0.3955,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.4395,0.4395,0.0000,-0.0010,-0.0010,-0.0010,-0.0010,21.4,21.3,90.4,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,-0.2129,-0.20,-0.04,-3.30,2.59,2.45,2.81,-0.0625
1,-84,8,-8,30.0,9.75,1.0,0,0,0,0,0,1.0000,0.9844,0.9883,0.9844,1.0000,1.0117,1.0195,0.9961,1.0039,0.9766,-0.3955,-0.3516,-0.3516,-0.3076,-0.3076,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.4395,0.4395,0.0000,0.0000,0.0000,0.0000,0.0000,21.4,21.3,90.6,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,-0.2129,2.51,1.76,-3.83,3.01,3.39,2.97,0.1250
2,-83,6,-8,30.0,9.50,1.0,0,0,0,0,0,1.0117,1.0078,0.9883,0.9844,1.0156,1.0000,1.0156,0.9883,0.9922,1.0117,-0.2637,-0.2637,-0.2637,-0.2197,-0.2197,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.4395,0.4395,0.0000,0.0000,0.0000,0.0000,0.0000,21.6,21.2,91.2,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,-0.2324,-1.68,-1.54,-2.81,2.95,3.13,3.07,0.0000
3,-83,1,-8,30.0,9.25,1.0,0,0,0,0,0,1.0117,0.9688,0.9922,1.0039,1.0430,1.0000,0.9688,0.9648,1.0195,1.0000,-0.2197,-0.2197,-0.1758,-0.1758,-0.1758,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.3516,0.4395,0.0000,0.0000,0.0000,-0.0010,0.0000,21.5,21.2,92.5,0.0,0.0,0,0,34.1016,34.1016,34.1895,34.1895,-0.2324,-1.54,-1.62,-3.42,1.02,1.75,0.99,0.0000
4,-83,-2,-8,30.0,9.00,1.0,0,0,0,0,0,0.9922,0.9844,1.0000,0.9961,1.0000,0.9766,0.9961,0.9922,1.0273,1.0117,-0.1758,-0.1758,-0.1758,-0.1758,-0.1758,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.3516,0.3516,-0.0010,0.0000,0.0000,0.0000,0.0000,21.5,21.2,94.4,0.0,0.0,0,0,34.1016,34.0576,34.1895,34.1895,-0.2285,0.49,0.28,-2.18,3.43,2.64,3.16,0.0625
5,-83,-4,-8,30.0,9.00,1.0,0,0,0,0,0,0.9648,1.0273,1.0469,1.0234,0.9375,0.9805,0.9961,1.0273,1.0078,1.0078,-0.1318,-0.1318,-0.1318,-0.1318,-0.1318,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.3516,0.3516,0.0052,0.0052,0.0042,0.0042,0.0042,21.5,21.2,97.1,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2285,-3.07,-3.17,-3.37,3.64,3.75,4.03,0.0000
6,-84,3,-8,30.0,9.00,1.0,0,0,0,0,0,1.0156,1.0234,0.9961,1.0039,0.9961,1.0117,1.0117,0.9844,0.9727,0.9961,-0.0879,-0.0879,-0.0879,-0.0879,-0.0879,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.3516,0.3516,0.0063,0.0063,0.0063,0.0063,0.0063,21.5,21.2,100.7,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2227,-2.14,-2.40,-3.33,1.57,1.59,1.34,0.0000
7,-84,10,-8,30.0,8.75,1.0,0,0,0,0,0,1.0039,1.0117,0.9883,1.0000,1.0000,0.9961,0.9805,0.9805,1.0156,0.9922,-0.1318,-0.1318,-0.1318,-0.1758,-0.1758,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.4395,0.4395,0.0063,0.0063,0.0063,0.0063,0.0063,21.5,21.2,104.9,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2227,-3.31,-3.34,-3.66,2.88,3.18,2.79,-0.1875
8,-84,13,-8,30.0,9.00,1.0,0,0,0,0,0,1.0078,0.9609,0.9922,1.0039,1.0156,0.9922,1.0039,1.0039,1.0000,0.9961,-0.2197,-0.2197,-0.2197,-0.2637,-0.2637,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.4395,0.4395,0.0063,0.0063,0.0063,0.0063,0.0063,21.5,21.3,109.9,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.2334,-0.2422,-3.65,-3.54,-3.30,1.89,1.81,2.01,-0.1250
9,-84,12,-8,30.0,9.25,1.0,0,0,0,0,0,0.9844,0.9922,1.0000,1.0195,0.9883,0.9648,0.9766,1.0156,1.0195,1.0273,-0.3076,-0.3076,-0.3076,-0.3076,-0.3516,-0.0021,-0.001,-0.0010,-0.001,-0.001,0.4395,0.4395,0.0063,0.0063,0.0063,0.0063,0.0063,21.6,21.2,115.2,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2422,-3.59,-3.22,-2.74,3.27,3.33,3.23,-0.0625
10,-84,9,-8,30.0,9.25,1.0,0,0,0,0,0,0.9883,0.9922,0.9961,1.0039,0.9922,0.9883,1.0078,1.0234,0.9883,1.0078,-0.3516,-0.3516,-0.3516,-0.3955,-0.3955,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.5273,0.4395,0.0063,0.0063,0.0073,0.0063,0.0063,21.7,21.2,121.0,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2461,-2.86,-2.70,-3.19,1.58,1.73,1.66,-0.1875
11,-84,5,-8,30.0,9.25,1.0,0,0,0,0,0,1.0039,1.0117,1.0117,0.9961,0.9961,0.9883,1.0117,0.9961,0.9883,1.0039,-0.3955,-0.4395,-0.4395,-0.4395,-0.4395,-0.0010,-0.001,-0.0021,-0.001,-0.001,0.5273,0.5273,0.0063,0.0063,0.0063,0.0063,0.0063,21.8,21.2,127.0,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2461,-3.35,-3.08,-2.33,2.89,3.00,2.96,-0.1250
12,-84,2,-8,30.0,9.50,1.0,0,0,0,0,0,0.9883,1.0078,0.9922,0.9922,0.9961,1.0000,1.0000,0.9922,1.0000,0.9883,-0.4395,-0.4395,-0.4395,-0.4395,-0.4395,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.5273,0.5273,0.0063,0.0063,0.0063,0.0063,0.0063,21.8,21.3,132.9,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2520,-2.72,-2.78,-2.01,2.84,2.70,2.76,-0.0625
13,-84,0,-8,30.0,9.50,1.0,0,0,0,0,0,0.9922,1.0117,1.0156,0.9922,0.9961,1.0039,1.0117,0.9922,0.9844,0.9961,-0.4395,-0.4395,-0.4395,-0.4395,-0.4395,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.5273,0.5273,0.0063,0.0063,0.0063,0.0063,0.0063,21.8,21.3,139.0,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2520,-3.35,-3.35,-3.35,2.30,1.34,2.45,0.0000
14,-83,-9,-8,30.0,9.25,1.0,0,0,0,0,0,1.0078,0.9922,0.9883,0.9922,1.0156,1.0039,1.0000,0.9766,1.0078,0.9883,-0.4834,-0.4834,-0.4834,-0.4834,-0.4834,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.5273,0.5273,0.0063,0.0063,0.0063,0.0063,0.0063,21.6,21.3,144.6,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2559,-2.87,-2.98,-3.40,2.96,2.41,3.06,0.0625
15,-83,-15,-8,30.0,9.25,1.0,0,0,0,0,0,1.0078,1.0000,0.9961,0.9922,1.0000,1.0000,0.9766,1.0000,1.0117,1.0078,-0.4834,-0.4834,-0.4834,-0.4834,-0.4834,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.6152,0.5273,0.0063,0.0063,0.0063,0.0063,0.0063,21.5,21.2,149.8,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2559,-2.82,-2.72,-3.21,3.67,3.92,3.71,0.0625
16,-83,-17,-8,30.0,9.25,1.0,0,0,0,0,0,1.0078,1.0039,0.9961,0.9961,1.0078,1.0156,0.9883,0.9844,1.0000,1.0000,-0.4834,-0.4834,-0.4834,-0.4834,-0.4834,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.6152,0.6152,0.0063,0.0063,0.0063,0.0063,0.0063,21.4,21.1,154.4,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2637,-3.18,-3.21,-3.37,3.81,3.85,3.74,-0.0625
17,-84,-6,-8,30.0,9.00,1.0,0,0,0,0,0,1.0000,0.9922,0.9805,0.9883,0.9961,1.0195,0.9922,0.9961,1.0156,1.0352,-0.4834,-0.4834,-0.4834,-0.4834,-0.4834,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.6152,0.6152,0.0063,0.0063,0.0063,0.0063,0.0063,21.3,21.1,158.6,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2637,-3.49,-3.20,-1.91,0.34,0.89,0.77,0.0625
18,-84,5,-8,30.0,9.00,1.0,0,0,0,0,0,0.9961,1.0000,0.9961,0.9883,1.0078,0.9922,1.0117,0.9922,1.0078,1.0039,-0.4834,-0.4834,-0.4834,-0.4395,-0.4395,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.5273,0.6152,0.0063,0.0063,0.0063,0.0063,0.0063,21.2,21.1,162.3,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2715,1.42,0.83,-0.36,-0.13,0.82,-0.65,0.0000
19,-84,11,-8,30.0,9.00,1.0,0,0,0,0,0,1.0117,0.9883,1.0039,1.0117,0.9922,1.0000,0.9961,1.0000,0.9844,1.0078,-0.4395,-0.4395,-0.4395,-0.4395,-0.4395,-0.0010,-0.001,-0.0010,-0.001,-0.001,0.4395,0.4395,0.0063,0.0063,0.0063,0.0063,0.0063,21.2,21.2,165.3,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2715,-1.34,-1.44,-3.07,0.71,0.57,0.70,-0.0625
20,-84,12,-8,30.0,9.25,1.0,0,0,0,0,0,1.0117,0.9609,0.9766,0.9727,0.9961,0.9844,1.0039,1.0078,1.0000,0.9961,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.2637,0.3516,0.0063,0.0063,0.0063,0.0063,0.0063,21.1,21.2,167.8,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2715,-2.34,-2.08,-2.79,0.42,0.75,0.12,-0.0625
21,-84,10,-8,30.0,9.50,1.0,0,0,0,0,0,0.9805,1.0000,1.0195,1.0117,1.0195,1.0117,0.9922,0.9961,0.9883,0.9609,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.2637,0.0000,0.0000,0.0000,0.0063,0.0063,21.1,21.2,169.9,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2715,-3.42,-3.50,-1.82,0.49,0.40,0.39,0.0625
22,-84,7,-8,30.0,9.50,1.0,0,0,0,0,0,1.0039,1.0117,0.9844,1.0000,1.0039,0.9844,0.9922,0.9570,1.0039,1.0078,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.1758,0.1758,0.0000,0.0000,0.0000,0.0000,0.0000,21.1,21.2,171.8,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2715,-2.93,-2.72,-1.45,0.52,0.42,0.85,-0.1250
23,-84,3,-8,30.0,9.75,1.0,0,0,0,0,0,1.0078,0.9844,1.0039,1.0039,1.0039,0.9922,0.9844,0.9961,1.0078,1.0078,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,0.0000,0.0000,0.0000,0.0000,0.0000,21.1,21.2,173.6,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2715,-2.59,-2.69,-2.67,-0.08,1.05,0.09,0.0625
24,-84,0,-8,30.0,10.00,1.0,0,0,0,0,0,1.0039,1.0195,1.0039,0.9922,0.9883,0.9805,1.0273,1.0117,1.0039,1.0078,-0.3955,-0.3955,-0.3955,-0.3955,-0.3955,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0879,-0.0010,0.0000,0.0000,0.0000,0.0000,21.1,21.2,175.2,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2715,-1.58,-2.30,0.90,0.75,0.69,0.94,0.0000
25,-84,-1,-8,30.0,10.25,1.0,0,0,0,0,0,1.0039,1.0039,0.9922,0.9805,0.9883,1.0117,0.9961,1.0078,0.9805,1.0234,-0.3955,-0.3516,-0.3516,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.1,21.2,176.5,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2715,0.33,0.92,1.34,-1.41,1.08,-1.03,-0.0625
26,-84,-2,-8,30.0,10.25,1.0,0,0,0,0,0,1.0039,0.9922,0.9805,0.9922,1.0000,0.9922,1.0039,1.0117,0.9922,0.9844,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.1,21.2,177.5,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2715,-3.03,-2.11,-1.58,1.30,-1.17,1.44,-0.0625
27,-84,-1,-8,30.0,10.50,1.0,0,0,0,0,0,1.0039,0.9961,0.9922,1.0195,1.0156,0.9961,0.9805,1.0039,1.0039,1.0078,-0.3516,-0.3516,-0.3516,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.0000,0.0000,-0.0031,-0.0031,-0.0031,-0.0021,-0.0010,21.1,21.2,178.2,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2715,-3.53,-3.54,-2.89,0.58,3.21,0.89,0.0000
28,-84,-1,-8,30.0,10.75,1.0,0,0,0,0,0,0.9961,1.0195,1.0117,0.9844,0.9805,1.0039,1.0195,1.0039,0.9805,0.9844,-0.3955,-0.3955,-0.3516,-0.3516,-0.3516,-0.001,-0.001,-0.001,-0.001,-0.001,0.0879,0.0000,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,21.1,21.2,178.6,0.0,0.0,0,0,34.0576,34.0576,34.1895,34.1895,-0.2715,-3.20,-3.24,-2.51,-0.70,-4.83,-0.55,-0.0625
